Id,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice,BsmtHasBath
1152,RL,134.0,17755,Reg,Inside,Edwards,Norm,1Fam,1Story,5,4,1959,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,1466,TA,Y,SBrkr,1466,0,0,1466,1,1,3,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,2,TA,TA,Y,0,140,0,0,100,0,None,11,WD,Normal,149900,0
1153,RL,90.0,14115,IR1,Inside,Crawfor,Norm,1Fam,1Story,6,7,1956,Gable,CompShg,Stone,None,TA,TA,PConc,TA,TA,No,ALQ,1073,Ex,Y,SBrkr,1811,0,0,1811,1,0,2,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,2,TA,TA,Y,0,0,280,0,0,0,None,7,WD,Abnorml,230000,0
1154,RM,0.0,5890,Reg,Corner,IDOTRR,Norm,1Fam,1Story,6,8,1930,Gable,CompShg,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Av,ALQ,816,Ex,Y,SBrkr,816,0,0,816,1,0,2,TA,5,Typ,0,None,Detchd,2002.0,Unf,1,TA,TA,Y,0,0,96,0,0,0,None,6,WD,Normal,120500,0
1155,RL,0.0,13700,IR1,Inside,NAmes,Norm,1Fam,2Story,7,6,1965,Gable,CompShg,VinylSd,Stone,TA,TA,CBlock,TA,TA,Gd,ALQ,864,TA,Y,SBrkr,902,918,0,1820,1,2,4,Gd,8,Typ,2,Gd,Attchd,1965.0,Unf,2,TA,TA,Y,60,84,0,0,273,0,None,5,WD,Normal,201800,0
1156,RL,90.0,10768,IR1,Corner,Veenker,Norm,1Fam,1Story,5,8,1976,Gable,CompShg,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1437,TA,Y,SBrkr,1437,0,0,1437,2,0,3,Gd,6,Typ,1,Fa,Attchd,1976.0,RFn,2,TA,TA,Y,0,21,0,0,180,0,None,7,WD,Normal,218000,1
1157,RL,85.0,9350,Reg,Inside,NAmes,Norm,1Fam,SLvl,5,8,1965,Gable,CompShg,BrkFace,None,TA,Gd,PConc,TA,TA,Gd,ALQ,1219,Gd,Y,SBrkr,1265,0,0,1265,2,0,3,Gd,6,Typ,1,Gd,Attchd,1965.0,RFn,2,TA,TA,Y,0,92,0,96,0,0,None,10,WD,Normal,179900,1
1158,RL,34.0,5001,IR1,Inside,NridgHt,Norm,Twnhs,1Story,7,5,2007,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,1314,Ex,Y,SBrkr,1314,0,0,1314,2,0,2,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2,TA,TA,Y,172,62,0,0,0,0,None,7,WD,Normal,230000,1
1159,RL,92.0,11932,Reg,FR2,Somerst,Feedr,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,1580,Ex,Y,SBrkr,1580,0,0,1580,2,0,3,Gd,7,Typ,0,None,Attchd,2008.0,RFn,3,TA,TA,Y,0,24,0,0,0,0,None,6,ConLD,Partial,235128,0
1160,RL,76.0,9120,Reg,Inside,NWAmes,Norm,1Fam,2Story,6,6,1974,Hip,CompShg,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,901,TA,Y,SBrkr,943,933,0,1876,2,1,4,Gd,8,Typ,1,TA,Attchd,1974.0,RFn,2,Gd,TA,Y,0,69,0,0,0,0,None,7,WD,Normal,185000,0
1161,RL,24.0,2280,Reg,Inside,NPkVill,Norm,Twnhs,2Story,6,5,1978,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,855,Fa,Y,SBrkr,855,601,0,1456,2,1,3,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2,TA,TA,Y,26,0,0,0,0,0,None,7,WD,Normal,146000,0
1162,RL,0.0,14778,IR1,CulDSac,Crawfor,PosN,1Fam,1Story,6,7,1954,Hip,CompShg,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,BLQ,1296,Ex,Y,SBrkr,1640,0,0,1640,1,0,3,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2,TA,TA,Y,108,0,0,216,0,0,None,11,WD,Normal,224000,1
1163,RL,109.0,8724,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,VinylSd,None,TA,TA,CBlock,Gd,TA,No,BLQ,894,Gd,Y,SBrkr,894,0,0,894,1,0,3,TA,5,Typ,1,Po,Attchd,1968.0,Fin,2,TA,TA,Y,0,0,0,0,0,0,None,5,WD,Normal,129000,0
1164,RL,60.0,12900,Reg,Inside,Sawyer,Feedr,Duplex,SFoyer,4,4,1969,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,TA,Y,SBrkr,1258,0,0,1258,0,2,0,TA,6,Typ,0,None,CarPort,1969.0,Unf,2,Fa,TA,Y,120,0,0,0,0,0,None,1,WD,Alloca,108959,1
1165,RL,0.0,16157,IR1,FR2,Veenker,Feedr,1Fam,SLvl,5,7,1978,Gable,CompShg,Plywood,None,TA,TA,PConc,Gd,TA,Gd,ALQ,1360,Ex,Y,SBrkr,1432,0,0,1432,1,1,2,Gd,5,Typ,1,TA,Attchd,1978.0,Unf,2,TA,TA,Y,168,180,0,0,0,0,None,6,WD,Normal,194000,1
1166,RL,79.0,9541,IR1,Inside,NridgHt,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,1502,Ex,Y,SBrkr,1502,0,0,1502,2,0,3,Gd,7,Typ,0,None,Attchd,2009.0,RFn,2,TA,TA,Y,0,114,0,0,0,0,None,9,New,Partial,233170,0
1167,RL,64.0,10475,IR1,Corner,CollgCr,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,1694,Ex,Y,SBrkr,1694,0,0,1694,2,0,3,Gd,7,Typ,0,None,Attchd,2008.0,RFn,3,TA,TA,Y,160,33,0,0,0,0,None,2,WD,Normal,245350,0
1168,RL,58.0,10852,IR1,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,959,Ex,Y,SBrkr,959,712,0,1671,2,1,3,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,TA,TA,Y,0,38,0,0,0,0,None,2,WD,Normal,173000,1
1169,RL,120.0,13728,Reg,Corner,Edwards,Norm,1Fam,2Story,6,7,1935,Hip,CompShg,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,1127,Ex,Y,SBrkr,1236,872,0,2108,2,0,4,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2,TA,TA,Y,0,0,0,0,90,0,None,7,WD,Normal,235000,0
1170,RL,118.0,35760,IR1,CulDSac,NoRidge,Norm,1Fam,2Story,10,5,1995,Hip,CompShg,HdBoard,BrkFace,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1930,Ex,Y,SBrkr,1831,1796,0,3627,3,1,4,Gd,10,Typ,1,TA,Attchd,1995.0,Fin,3,TA,TA,Y,361,76,0,0,0,0,None,7,WD,Normal,625000,1
1171,RL,76.0,9880,Reg,Inside,Mitchel,Norm,1Fam,SLvl,6,6,1977,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,1096,TA,Y,SBrkr,1118,0,0,1118,1,0,3,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1,TA,TA,Y,203,0,0,0,0,576,None,7,WD,Normal,171000,1
1172,RL,76.0,9120,Reg,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,Hip,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,1261,Ex,Y,SBrkr,1261,0,0,1261,1,0,3,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2,TA,TA,Y,0,0,0,0,288,0,Shed,11,WD,Normal,163000,1
1173,FV,35.0,4017,IR1,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,Gable,CompShg,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,625,Ex,Y,SBrkr,625,625,0,1250,2,1,2,Gd,5,Typ,0,None,Detchd,2006.0,Fin,2,TA,TA,Y,0,54,0,0,0,0,None,3,WD,Normal,171900,0
1174,RL,138.0,18030,IR1,Inside,ClearCr,Norm,1Fam,1.5Fin,5,6,1946,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,1598,TA,Y,SBrkr,1636,971,479,3086,3,0,3,Ex,12,Maj1,1,Gd,None,None,None,0,None,None,Y,122,0,0,0,0,0,None,3,WD,Normal,200500,0
1175,RL,80.0,16560,IR1,Inside,Crawfor,Norm,1Fam,2Story,6,8,1932,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,Rec,952,TA,Y,SBrkr,1170,1175,0,2345,2,1,4,TA,9,Typ,1,Gd,Detchd,1932.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,239000,0
1176,RL,85.0,10678,Reg,Inside,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,Hip,CompShg,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,1683,Ex,Y,SBrkr,2129,743,0,2872,2,1,4,Gd,9,Typ,1,TA,Attchd,1992.0,Fin,2,TA,TA,Y,0,33,0,0,0,0,None,4,WD,Normal,285000,0
1177,RL,37.0,6951,IR1,CulDSac,Mitchel,Norm,1Fam,1Story,5,5,1984,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,876,TA,Y,SBrkr,923,0,0,923,1,0,3,TA,5,Typ,0,None,Attchd,1984.0,Unf,1,TA,TA,Y,362,0,0,0,0,0,None,10,WD,Normal,119500,1
1178,RM,0.0,3950,Reg,Inside,OldTown,Artery,1Fam,1.5Fin,6,8,1926,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,818,TA,Y,SBrkr,818,406,0,1224,1,0,3,TA,5,Typ,0,None,Detchd,1926.0,Unf,1,TA,TA,N,0,0,116,0,0,0,None,12,WD,Normal,115000,0
1179,RL,54.0,7681,IR1,FR2,Crawfor,Norm,1Fam,1.5Fin,5,6,1921,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,731,Ex,Y,SBrkr,820,523,0,1343,1,1,3,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1,Fa,TA,Y,192,0,102,0,0,0,None,7,WD,Normal,154900,0
1180,RL,77.0,8335,Reg,Corner,Edwards,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,None,TA,TA,Slab,None,None,None,None,0,Gd,Y,SBrkr,1124,0,0,1124,1,0,3,TA,5,Min2,1,Gd,None,None,None,0,None,None,N,0,36,190,0,0,0,None,4,WD,Normal,93000,0
1181,RL,0.0,11170,IR2,Corner,Timber,Norm,1Fam,2Story,7,5,1990,Gable,CompShg,MetalSd,None,TA,TA,Wood,Gd,TA,No,LwQ,1216,Ex,Y,SBrkr,1298,1216,0,2514,2,1,4,TA,8,Typ,0,None,Attchd,1990.0,Fin,2,TA,TA,Y,0,0,0,0,0,0,None,4,WD,Normal,250000,0
1182,RM,64.0,5587,IR1,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,2008,Hip,CompShg,CemntBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,1600,Ex,Y,SBrkr,1652,0,0,1652,2,0,2,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2,TA,TA,Y,162,53,0,153,0,0,None,11,New,Partial,392500,1
1183,RL,160.0,15623,IR1,Corner,NoRidge,Norm,1Fam,2Story,10,5,1996,Hip,CompShg,Wd Sdng,None,Gd,TA,PConc,Ex,TA,Av,GLQ,2396,Ex,Y,SBrkr,2411,2065,0,4476,3,1,4,Ex,10,Typ,2,TA,Attchd,1996.0,Fin,3,TA,TA,Y,171,78,0,0,0,555,None,7,WD,Abnorml,745000,1
1184,RL,60.0,10800,Reg,Inside,OldTown,Norm,1Fam,1Story,5,6,1920,Hip,CompShg,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,1120,Ex,Y,SBrkr,1130,0,0,1130,1,0,2,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2,TA,TA,Y,229,0,0,0,0,0,None,6,WD,Normal,120000,1
1185,RL,50.0,35133,Reg,Inside,Timber,Norm,1Fam,1Story,5,4,1963,Hip,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,1572,Gd,Y,SBrkr,1572,0,0,1572,1,1,3,TA,5,Typ,2,TA,2Types,1963.0,RFn,3,TA,TA,Y,0,263,0,0,263,0,None,5,WD,Normal,186700,1
1186,RL,60.0,9738,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1924,Gable,CompShg,AsbShng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,784,Gd,Y,SBrkr,949,272,0,1221,1,0,4,TA,7,Typ,0,None,Attchd,1965.0,Unf,1,TA,TA,Y,0,0,236,0,0,0,None,3,WD,Normal,104900,1
1187,RL,107.0,10615,IR1,Corner,OldTown,Artery,2fmCon,2Story,3,5,1900,Gable,CompShg,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,978,TA,Y,SBrkr,1014,685,0,1699,2,0,3,TA,7,Typ,0,None,CarPort,1920.0,Unf,2,Fa,Fa,Y,0,74,0,0,0,0,None,8,WD,Abnorml,95000,1
1188,RL,89.0,12461,Reg,Corner,NoRidge,Norm,1Fam,1Story,8,5,1994,Gable,CompShg,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,1624,Ex,Y,SBrkr,1624,0,0,1624,2,0,2,Gd,5,Typ,1,Fa,Attchd,1994.0,RFn,3,TA,TA,Y,0,114,192,0,0,0,None,7,WD,Normal,262000,1
1189,RL,68.0,8935,IR1,Inside,CollgCr,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,831,Ex,Y,SBrkr,831,829,0,1660,2,1,3,Gd,7,Typ,0,None,Attchd,2002.0,RFn,2,TA,TA,Y,144,68,0,0,0,0,None,7,WD,Normal,195000,0
1190,RL,60.0,7500,Reg,Inside,Gilbert,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,None,TA,TA,PConc,TA,TA,No,Unf,994,Gd,Y,SBrkr,1028,776,0,1804,2,1,3,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2,TA,TA,Y,140,60,0,0,0,0,None,6,WD,Normal,189000,0
1191,RL,0.0,32463,Reg,Inside,Mitchel,Norm,2fmCon,1Story,4,4,1961,Gable,CompShg,MetalSd,Stone,TA,Gd,CBlock,TA,TA,Av,BLQ,1249,Ex,Y,SBrkr,1622,0,0,1622,1,0,3,TA,7,Typ,1,TA,2Types,1975.0,Fin,4,TA,TA,Y,439,0,0,0,0,0,None,3,WD,Normal,168000,1
1192,FV,24.0,2645,Reg,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,Gable,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,776,Ex,Y,SBrkr,764,677,0,1441,2,1,2,Gd,5,Typ,0,None,Detchd,1999.0,Unf,2,TA,TA,Y,206,0,0,0,0,0,None,11,WD,Normal,174000,0
1193,RM,60.0,9600,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,5,8,1925,Gambrel,CompShg,VinylSd,None,TA,TA,PConc,TA,TA,Mn,Unf,702,Gd,Y,SBrkr,842,630,0,1472,1,0,3,Gd,6,Typ,0,None,Detchd,1925.0,Unf,1,TA,Fa,P,0,0,84,0,0,0,None,7,WD,Normal,125000,0
1194,RM,0.0,4500,Reg,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1999,Hip,CompShg,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,1224,Ex,Y,SBrkr,1224,0,0,1224,2,0,2,TA,5,Typ,0,None,Attchd,1999.0,Fin,2,TA,TA,Y,0,304,0,0,0,0,None,6,WD,Normal,165000,1
1195,RL,80.0,9364,Reg,Corner,Sawyer,Norm,1Fam,2Story,6,7,1969,Gable,CompShg,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,ALQ,663,TA,Y,SBrkr,663,689,0,1352,1,1,4,TA,7,Typ,0,None,Attchd,1969.0,Fin,1,TA,TA,Y,379,36,0,0,0,0,None,3,WD,Normal,158000,0
1196,RL,51.0,8029,IR1,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,728,Ex,Y,SBrkr,728,728,0,1456,2,1,3,Gd,8,Typ,0,None,Attchd,2005.0,Fin,2,TA,TA,Y,100,24,0,0,0,0,None,7,WD,Normal,176000,0
1197,RL,58.0,14054,IR1,Inside,Gilbert,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,879,Ex,Y,SBrkr,879,984,0,1863,2,1,4,Gd,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,TA,TA,Y,100,17,0,0,0,0,None,11,New,Partial,219210,0
1198,RM,65.0,8850,IR1,Corner,OldTown,Norm,1Fam,2.5Unf,7,6,1916,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,815,Ex,Y,SBrkr,815,875,0,1690,1,0,3,TA,7,Typ,1,Gd,Detchd,1916.0,Unf,1,TA,TA,Y,0,0,330,0,0,0,None,7,ConLw,Normal,144000,0
1199,RL,70.0,9100,Reg,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,1212,Ex,Y,SBrkr,1212,0,0,1212,2,0,3,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2,TA,TA,Y,356,0,0,0,0,0,None,6,WD,Normal,178000,0
1200,RL,75.0,11235,Reg,Inside,Sawyer,Norm,1Fam,1Story,4,5,1963,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,1051,Gd,Y,SBrkr,1382,0,0,1382,1,1,3,TA,6,Typ,1,Po,Attchd,1974.0,Unf,2,TA,TA,Y,0,82,0,0,0,0,None,10,WD,Normal,148000,0
1201,RL,71.0,9353,Reg,Inside,NAmes,Norm,1Fam,1Story,4,5,1970,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,864,Gd,Y,SBrkr,864,0,0,864,1,0,3,TA,5,Typ,0,None,Attchd,1972.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,Shed,7,Oth,Abnorml,116050,0
1202,RL,80.0,10400,Reg,Corner,CollgCr,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,866,Ex,Y,SBrkr,866,913,0,1779,2,1,3,Gd,6,Typ,0,None,Attchd,1998.0,RFn,2,TA,TA,Y,198,36,0,0,0,0,None,3,WD,Normal,197900,0
1203,RM,50.0,6000,Reg,Corner,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,884,Ex,Y,SBrkr,884,464,0,1348,1,0,3,TA,5,Typ,1,Fa,Detchd,1960.0,Unf,1,TA,TA,N,0,0,208,0,0,0,None,5,WD,Normal,117000,1
1204,RL,75.0,9750,Reg,Inside,CollgCr,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,1630,Ex,Y,SBrkr,1630,0,0,1630,2,0,3,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2,TA,TA,Y,74,234,0,0,0,0,None,10,WD,Normal,213000,0
1205,RL,78.0,10140,Reg,Inside,NWAmes,Norm,1Fam,1Story,5,6,1975,Gable,CompShg,HdBoard,None,TA,TA,CBlock,Gd,TA,No,ALQ,1056,Ex,Y,SBrkr,1074,0,0,1074,1,1,3,TA,6,Typ,0,None,Attchd,1975.0,RFn,2,TA,TA,Y,0,88,0,0,0,0,None,7,WD,Normal,153500,1
1206,RL,90.0,14684,IR1,CulDSac,SawyerW,Norm,1Fam,1Story,7,7,1990,Hip,CompShg,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,ALQ,2158,Gd,Y,SBrkr,2196,0,0,2196,2,0,3,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,3,TA,TA,Y,84,70,0,0,0,0,None,6,WD,Normal,271900,0
1207,RH,0.0,8900,Reg,Inside,SawyerW,Norm,1Fam,1Story,4,4,1966,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,1056,TA,Y,SBrkr,1056,0,0,1056,1,0,2,TA,5,Typ,0,None,Detchd,1966.0,Unf,1,TA,TA,Y,0,42,0,0,0,0,None,11,WD,Normal,107000,1
1208,RL,70.0,9135,Reg,Inside,CollgCr,Norm,1Fam,1Story,6,5,2003,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,1682,Ex,Y,SBrkr,1700,0,0,1700,2,0,3,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,TA,TA,Y,192,23,0,0,0,0,None,5,WD,Normal,200000,1
1209,RL,70.0,7763,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1962,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,931,TA,Y,SBrkr,1283,0,0,1283,1,0,3,TA,6,Typ,0,None,Detchd,1980.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,10,WD,Normal,140000,1
1210,RL,85.0,10182,IR1,CulDSac,Somerst,RRNn,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,1660,Ex,Y,SBrkr,1660,0,0,1660,2,0,3,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,TA,TA,Y,322,50,0,0,0,0,None,5,New,Partial,290000,1
1211,RL,70.0,11218,Reg,Inside,SawyerW,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,Wd Sdng,None,Gd,TA,PConc,Gd,TA,No,Unf,1055,Ex,Y,SBrkr,1055,790,0,1845,2,1,3,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,TA,TA,Y,635,104,0,0,0,0,Shed,5,WD,Normal,189000,0
1212,RL,152.0,12134,IR1,Inside,Gilbert,Norm,1Fam,1.5Fin,8,7,1988,Gable,CompShg,Wd Sdng,None,Gd,TA,Wood,Gd,TA,Av,GLQ,559,Gd,Y,SBrkr,1080,672,0,1752,2,0,4,TA,8,Typ,0,None,Basment,1988.0,RFn,2,TA,TA,Y,325,12,0,0,0,0,None,6,WD,Normal,164000,0
1213,RL,50.0,9340,Reg,Inside,Edwards,Norm,1Fam,1Story,4,6,1941,Hip,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,672,TA,Y,SBrkr,672,0,0,672,1,0,2,TA,4,Typ,0,None,Attchd,1941.0,Unf,1,TA,TA,N,0,113,0,0,0,0,None,8,WD,Normal,113000,1
1214,RL,0.0,10246,IR1,CulDSac,Sawyer,Norm,1Fam,SLvl,4,9,1965,Gable,CompShg,VinylSd,None,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Ex,Y,SBrkr,960,0,0,960,0,0,0,TA,3,Typ,0,None,Attchd,1965.0,Unf,1,TA,TA,Y,88,0,0,0,0,0,None,5,WD,Normal,145000,1
1215,RL,69.0,10205,IR1,Inside,NAmes,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,Av,BLQ,925,TA,Y,SBrkr,999,0,0,999,1,0,3,TA,6,Typ,0,None,Attchd,1962.0,Unf,1,TA,TA,Y,150,72,0,0,0,0,None,5,WD,Normal,134500,1
1216,RL,99.0,7094,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,5,1966,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,Rec,894,TA,Y,SBrkr,894,0,0,894,1,0,3,TA,5,Typ,0,None,Detchd,1966.0,RFn,1,TA,TA,Y,0,0,0,0,0,0,None,5,WD,Normal,125000,0
1217,RM,68.0,8930,Reg,Inside,Sawyer,RRAe,Duplex,1.5Fin,6,5,1978,Gable,CompShg,VinylSd,None,TA,TA,Slab,None,None,None,None,0,TA,Y,SBrkr,1318,584,0,1902,2,0,4,TA,8,Typ,0,None,Attchd,1978.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,4,WD,Normal,112000,0
1218,FV,72.0,8640,Reg,Inside,Somerst,Norm,1Fam,1Story,8,5,2009,Gable,CompShg,CemntBd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,1300,Ex,Y,SBrkr,1314,0,0,1314,2,0,3,Gd,6,Typ,0,None,Attchd,2009.0,RFn,2,TA,TA,Y,135,112,0,0,0,0,None,9,New,Partial,229456,1
1219,RM,52.0,6240,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,4,5,1947,Gable,CompShg,AsbShng,None,TA,TA,Slab,None,None,None,None,0,Gd,N,SBrkr,672,240,0,912,1,0,2,TA,3,Typ,0,None,None,None,None,0,None,None,N,0,0,0,0,0,0,None,7,WD,Normal,80500,0
1220,RM,21.0,1680,Reg,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,CemntBd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,672,TA,Y,SBrkr,672,546,0,1218,1,1,3,TA,7,Typ,0,None,None,None,None,0,None,None,N,201,0,0,0,0,0,None,4,WD,Abnorml,91500,0
1221,RL,66.0,7800,IR1,Inside,NAmes,Norm,1Fam,1Story,5,5,1964,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,912,TA,Y,SBrkr,912,0,0,912,1,0,2,TA,5,Typ,0,None,Attchd,1964.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,11,WD,Abnorml,115000,0
1222,RL,55.0,8250,Reg,Inside,Sawyer,Feedr,1Fam,1Story,5,5,1968,Hip,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,952,Ex,Y,SBrkr,1211,0,0,1211,1,0,3,TA,5,Typ,1,TA,Attchd,1968.0,Unf,1,TA,TA,Y,0,63,0,0,0,0,None,8,WD,Normal,134000,0
1223,RL,78.0,10496,Reg,Inside,NAmes,Artery,1Fam,1.5Fin,6,6,1949,Gable,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,1040,Ex,Y,SBrkr,1168,678,0,1846,2,0,3,TA,7,Typ,1,Gd,Attchd,1949.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,1,WD,Normal,143000,0
